x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
0.4203296303749084,0.4133372604846954,0.4260024726390838,0.4332759082317352,0.4305185675621032,0.4832754135131836,0.5269781351089478,0.556761622428894,0.5813373327255249,0.5044980049133301,0.5461382865905762,0.5763526558876038,0.6023135185241699,0.5220783352851868,0.5617297887802124,0.5877777338027954,0.6087897419929504,0.5370782613754272,0.5696665048599243,0.5891662836074829,0.6059483885765076,0.819847822189331,0.739635705947876,0.6554067730903625,0.5941641926765442,0.5495085120201111,0.632836103439331,0.5532253980636597,0.5099771618843079,0.4791252613067627,0.6541251540184021,0.5791666507720947,0.5382323861122131,0.5093347430229187,0.6861567497253418,0.6195771098136902,0.5799354910850525,0.5514419674873352,0.7260616421699524,0.6730251312255859,0.638139009475708,0.6099197864532471,1.6358515608771998e-07,-0.0043666451238095,-0.0097464928403496,-0.0169122871011495,-0.0241975095123052,-0.0077726999297738,-0.0228898879140615,-0.0341856852173805,-0.0412187203764915,-0.016032101586461,-0.0282940231263637,-0.0367341972887516,-0.0423426702618598,-0.0257054548710584,-0.0354707799851894,-0.0396694839000701,-0.0422222651541233,-0.0365041904151439,-0.0435287542641162,-0.0440699309110641,-0.0436138287186622
0.5313483476638794,0.6056972146034241,0.6553106307983398,0.6462175250053406,0.6395481824874878,0.6456451416015625,0.6825695633888245,0.7100000381469727,0.7318294048309326,0.5933725237846375,0.5999144911766052,0.5976899266242981,0.5927406549453735,0.5434256196022034,0.546995997428894,0.5548708438873291,0.557536244392395,0.4960459470748901,0.5049452781677246,0.5180069208145142,0.5255022644996643,0.8694354891777039,0.8259465098381042,0.7224442362785339,0.6359555125236511,0.5753623247146606,0.6129888892173767,0.5139593482017517,0.4527948498725891,0.4005338251590729,0.5987626910209656,0.4776366651058197,0.3871998786926269,0.3132330775260925,0.6128780245780945,0.5867523550987244,0.6743214726448059,0.7398662567138672,0.6445143818855286,0.6339805722236633,0.703325629234314,0.7594032883644104,6.79698985095456e-07,-0.0292034335434436,-0.0334212481975555,-0.0390078164637088,-0.042631059885025,-0.0102405482903122,-0.0359047763049602,-0.0502078458666801,-0.0565185919404029,-0.0147745255380868,-0.05057093501091,-0.0738567858934402,-0.0817310810089111,-0.023612767457962,-0.0816393494606018,-0.0947679206728935,-0.0831753984093666,-0.0338863506913185,-0.0805967673659324,-0.0836984142661094,-0.0716945007443428
0.2814290523529053,0.3259450197219848,0.3451969027519226,0.3201178908348083,0.2825338244438171,0.379526287317276,0.4025743007659912,0.414178192615509,0.4240272045135498,0.3415294885635376,0.3626181185245514,0.376477837562561,0.3928970694541931,0.3032615482807159,0.3207659423351288,0.3377394676208496,0.3571587204933166,0.2634171545505523,0.2725803852081299,0.2831945717334747,0.2962900698184967,0.7600650787353516,0.7114164233207703,0.6181468963623047,0.5282061100006104,0.468944251537323,0.4800283908843994,0.3603276014328003,0.2802051901817322,0.2154037952423095,0.4577610790729522,0.33263099193573,0.2491058111190796,0.1797413825988769,0.459035575389862,0.3407717645168304,0.2662143111228943,0.2062506675720214,0.4803358018398285,0.3942804634571075,0.3382953405380249,0.2897950112819671,5.666488505084999e-07,-0.0533147081732749,-0.0752183496952056,-0.0911153927445411,-0.1052312403917312,-0.0346193052828311,-0.0642238184809684,-0.0911707952618599,-0.1103176698088646,-0.0264707300812006,-0.0525766760110855,-0.0781328082084655,-0.0955916047096252,-0.0251819994300603,-0.0489769428968429,-0.0682870894670486,-0.0806491822004318,-0.0294618234038352,-0.0493388511240482,-0.059571273624897,-0.0657212361693382
0.6256574988365173,0.6031755805015564,0.599031925201416,0.5971870422363281,0.5959600210189819,0.6837924122810364,0.7236675024032593,0.7498283386230469,0.7722615003585815,0.7153820395469666,0.7585145831108093,0.787860631942749,0.8129675388336182,0.7384961843490601,0.7813324332237244,0.8071142435073853,0.8256512880325317,0.7548992037773132,0.7901445031166077,0.8092831373214722,0.8235737085342407,0.8921272158622742,0.8033862709999084,0.7148150205612183,0.6482334136962891,0.5979481935501099,0.6957513689994812,0.6140239238739014,0.5670621991157532,0.5335354804992676,0.7229089736938477,0.6312903761863708,0.5749359130859375,0.5345609188079834,0.7579187154769897,0.6728643774986267,0.6216568350791931,0.584447979927063,0.7985051274299622,0.7370733618736267,0.6955752968788147,0.660517692565918,2.418405244952737e-07,-0.0077601494267582,-0.0172141045331954,-0.0266578365117311,-0.0357584580779075,-0.0171702038496732,-0.0325981155037879,-0.0436434112489223,-0.0498774349689483,-0.0230582803487777,-0.0336919762194156,-0.0413675345480442,-0.0466779135167598,-0.0297749284654855,-0.0393700636923313,-0.0452874638140201,-0.0488376952707767,-0.0370350629091262,-0.0454612262547016,-0.0471445359289646,-0.0467645488679409
0.4921653866767883,0.5538647770881653,0.5861656665802002,0.5935165882110596,0.5567708015441895,0.5115886926651001,0.5012761950492859,0.4933705627918243,0.4862877428531647,0.4601549804210663,0.4436222016811371,0.4596451222896576,0.4731781184673309,0.4220170974731445,0.47882080078125,0.5308517813682556,0.5531558394432068,0.4119715094566345,0.5019640922546387,0.5339025855064392,0.5388179421424866,0.9260876774787904,0.8403288125991821,0.7135035991668701,0.6230452656745911,0.5953493118286133,0.574912428855896,0.4475739300251007,0.3670252859592438,0.2981654703617096,0.5921082496643066,0.4485826194286346,0.3478848934173584,0.2700363397598266,0.6339556574821472,0.5298746824264526,0.5956178307533264,0.6536687612533569,0.6935679316520691,0.6601206064224243,0.7122699618339539,0.7559168934822083,7.170847879933717e-07,-0.0172503441572189,-0.029513007029891,-0.0483042821288108,-0.0621517077088356,-0.0058844145387411,-0.0364096760749816,-0.0568662025034427,-0.0709544122219085,-0.0250667054206132,-0.0670677497982978,-0.0900614336133003,-0.100417174398899,-0.0481382496654987,-0.1024623662233352,-0.1047939136624336,-0.091865487396717,-0.07416882365942,-0.1146702617406845,-0.1162284538149833,-0.1083009913563728
0.2116697132587433,0.2834508121013641,0.3376558721065521,0.3180857300758362,0.2667817175388336,0.3299747705459595,0.3495683968067169,0.3332403004169464,0.3216200768947601,0.2824422717094421,0.3048611581325531,0.2830075323581695,0.2753305435180664,0.2381393313407898,0.2547744214534759,0.2424025535583496,0.2351218461990356,0.1919294595718383,0.20660300552845,0.2079692780971527,0.2073099762201309,0.6843652725219727,0.6435995101928711,0.5729812979698181,0.4921904802322387,0.4668440818786621,0.4345257878303528,0.3321425914764404,0.377926230430603,0.428307831287384,0.4115833938121795,0.3046312034130096,0.3713460266590118,0.4250342547893524,0.4085771441459656,0.3098565936088562,0.3656235933303833,0.423941820859909,0.4233036935329437,0.3422421813011169,0.3704127073287964,0.4169139862060547,-3.47872344264033e-07,-0.0264905281364917,-0.0355280525982379,-0.0473040491342544,-0.0554471127688884,0.0095606558024883,-0.0177317876368761,-0.0400577411055564,-0.0512299016118049,0.0083845630288124,-0.0197953153401613,-0.0385017544031143,-0.0439088344573974,0.0009376115049235,-0.0197222176939249,-0.0249432902783155,-0.0218416284769773,-0.009969662874937,-0.015884144231677,-0.0108031528070569,-0.0044827256351709
0.5165942311286926,0.5821138024330139,0.643113911151886,0.6712118983268738,0.6673361659049988,0.6057355999946594,0.6163235902786255,0.6318026185035706,0.6433374285697937,0.5552669167518616,0.5646104216575623,0.581386387348175,0.5855605602264404,0.5068995952606201,0.5106557607650757,0.5335208773612976,0.53891521692276,0.4577738046646118,0.4635494351387024,0.4887684285640716,0.4972991049289703,0.8875335454940796,0.8346999287605286,0.7458627223968506,0.6770662665367126,0.6242481470108032,0.5876620411872864,0.4863156676292419,0.4250244498252868,0.3747916519641876,0.5924078226089478,0.5078536868095398,0.6025522351264954,0.6706703901290894,0.615879476070404,0.5446321368217468,0.6359899640083313,0.695513129234314,0.6547687649726868,0.5965787768363953,0.6610733866691589,0.7073014974594116,3.9741610891042e-08,-0.0257344711571931,-0.0412684679031372,-0.0587632022798061,-0.0758396685123443,-0.0122259091585874,-0.0427854396402835,-0.0643119215965271,-0.0785036385059356,-0.0202855933457613,-0.0723944976925849,-0.0891909822821617,-0.0867030546069145,-0.0322377830743789,-0.0827314406633377,-0.0732143893837928,-0.0522359274327755,-0.0464105084538459,-0.0800347402691841,-0.0676997527480125,-0.0492340363562107
0.2935629189014435,0.3499940931797027,0.3766921758651733,0.3501792848110199,0.3131512105464935,0.4025597274303436,0.4233755767345428,0.4071298241615295,0.3957897424697876,0.3636285364627838,0.3826099634170532,0.3710867166519165,0.3664162456989288,0.3258524537086487,0.3480517566204071,0.3474101424217224,0.3472236692905426,0.2909958958625793,0.3108044564723968,0.3156852722167969,0.3181649148464203,0.7533116340637207,0.6950522661209106,0.5965068936347961,0.5327649116516113,0.4920497834682464,0.4974787831306457,0.4114269316196441,0.4704050123691559,0.5315709114074707,0.4826420247554779,0.3824946284294128,0.4525541961193084,0.5212368965148926,0.4889176189899444,0.383367121219635,0.4518549740314483,0.5171893239021301,0.5144697427749634,0.4651462137699127,0.5199675559997559,0.5704957246780396,-3.102469747773285e-07,-0.0161350313574075,-0.0218896977603435,-0.0315102748572826,-0.0375596769154071,0.012109201401472,-0.0146178351715207,-0.034983791410923,-0.0450993031263351,0.0050424695946276,-0.0276685953140258,-0.0440870188176631,-0.044849544763565,-0.0078814392909407,-0.0424170978367328,-0.0486007183790206,-0.0418969579041004,-0.0222345441579818,-0.0519457049667835,-0.0548713319003582,-0.0489527322351932
0.2200454026460647,0.2793326675891876,0.341036707162857,0.4049197435379028,0.458970844745636,0.3051882982254028,0.3093123137950897,0.3148066997528076,0.3187007904052734,0.2607045173645019,0.2417765259742736,0.2395387887954712,0.2448476701974868,0.216890662908554,0.2000323683023452,0.2052437961101532,0.2160681188106537,0.1770045757293701,0.1649385094642639,0.1706515401601791,0.1818021237850189,0.724352240562439,0.6960849165916443,0.6391867399215698,0.6057178974151611,0.5881600975990295,0.5145788192749023,0.4041318595409393,0.3349423408508301,0.2775115370750427,0.5165240168571472,0.4881842136383056,0.5668864846229553,0.6156275868415833,0.5321769714355469,0.516230046749115,0.5826848149299622,0.6213093996047974,0.5529019236564636,0.5367827415466309,0.5894575119018555,0.6247469186782837,1.3041380952927284e-07,-0.0485703684389591,-0.0763108283281326,-0.1003656759858131,-0.1249327585101127,-0.0541138127446174,-0.0875893086194992,-0.1097631752490997,-0.1260726600885391,-0.0479835085570812,-0.1015034690499305,-0.1170716807246208,-0.1175820380449295,-0.0464465543627738,-0.0959808379411697,-0.0926681905984878,-0.0794720724225044,-0.0491588898003101,-0.0861129686236381,-0.0840186029672622,-0.073805421590805
0.4987522065639496,0.557588517665863,0.5884850025177002,0.5583997368812561,0.5065504908561707,0.6157185435295105,0.6527101397514343,0.6785197257995605,0.6995664238929749,0.5727227330207825,0.5999161601066589,0.6153907775878906,0.627781867980957,0.5275896191596985,0.5151177048683167,0.5140036344528198,0.5151042342185974,0.4844380915164947,0.496861457824707,0.5110135674476624,0.5196831822395325,0.7715685367584229,0.71779865026474,0.6124719977378845,0.5202890634536743,0.4758569002151489,0.5036906599998474,0.3976061344146728,0.340228796005249,0.289518266916275,0.4788820743560791,0.3506211638450622,0.276107519865036,0.2159588038921356,0.4874481856822967,0.3673401772975921,0.2850797474384308,0.2162761092185974,0.5198046565055847,0.4607942700386047,0.5034831762313843,0.5522398352622986,8.097028398879047e-07,-0.0369226820766925,-0.0431816317141056,-0.0431999266147613,-0.0416057258844375,-0.0155470594763755,-0.0237167552113533,-0.0308284107595682,-0.0369872376322746,-0.0128303552046418,-0.018019463866949,-0.028327003121376,-0.0353898853063583,-0.0154231414198875,-0.0387710370123386,-0.0678734108805656,-0.087273433804512,-0.0202967841178178,-0.0490320287644863,-0.0603534244000911,-0.0662746429443359
